开始时间,结束时间,字幕内容,字幕颜色
0:19:27.71,0:19:28.87,Nangong Jingnu: Mn, alright.,#FF7D40
0:19:36.38,0:19:38.73,Sijiu: Little Highness, His Majesty is awake.,
0:19:38.96,0:19:40.11,He is asking for you.,
0:19:41.13,0:19:42.22,Nangong Jingnu: Emperor Father is awake?,#FF7D40
0:19:42.50,0:19:43.42,That’s great!,#FF7D40
0:19:44.74,0:19:45.93,Nangong Jingnu: Emperor Father!,#FF7D40
0:19:48.32,0:19:49.62,Nangong Rang: My child is here?,
0:19:49.73,0:19:51.77,Come, come quickly.,
0:19:52.19,0:19:53.54,Nangong Jingnu: How are you still smiling, Emperor Father?,#FF7D40
0:19:53.66,0:19:55.42,To not even summon the imperial doctor when you fell ill,,#FF7D40
0:19:55.64,0:19:58.75,da-jie and er-jie and I were all so worried.,#FF7D40
0:20:02.02,0:20:05.11,Nangong Rang: Come, sit next to Emperor Father.,
0:20:07.56,0:20:08.65,Sijiu: All of you may go.,
0:20:08.76,0:20:09.67,Palace maids: Understood.,
0:20:15.32,0:20:17.66,Nangong Rang: Emperor Father’s health is just fine,,
0:20:18.23,0:20:20.46,it’s just what happened in the ancestral mountain a while back.,
0:20:21.46,0:20:25.22,There’s been a foul fire in Emperor Father’s heart ever since,,
0:20:26.35,0:20:27.56,and after returning,,
0:20:27.78,0:20:29.89,I had to deal with a backlog of court duties.,
0:20:30.67,0:20:32.49,In a moment of carelessness, I fell ill,,
0:20:33.51,0:20:35.47,but I will be fine with a few days of rest.,
0:20:36.08,0:20:38.86,Nangong Jingnu: Why didn’t you summon an imperial doctor, Emperor Father?,#FF7D40
0:20:41.33,0:20:45.41,Nangong Rang: Do you still remember when you were very young,,
0:20:45.91,0:20:47.08,you asked Emperor Father,,
0:20:47.71,0:20:53.03,what is more powerful than a vast and magnificent army in shining armor?,
0:20:53.80,0:20:55.32,What did Emperor Father say?,
0:20:57.47,0:20:58.60,Nangong Jingnu: Emperor Father said…,#FF7D40
0:20:59.25,0:21:00.64,the brush of a recording official.,#FF7D40
0:21:01.33,0:21:04.52,Nangong Rang: That is right, it’s good that you still remember.,
0:21:05.04,0:21:08.04,Your brilliance reminds me of your Empress Mother.,
0:21:11.02,0:21:13.06,You are no longer a child, now.,
0:21:14.21,0:21:15.32,In the past…,
0:21:15.99,0:21:18.23,thinking you were still young,,
0:21:18.86,0:21:22.07,Emperor Father did not tell you many things.,
0:21:25.15,0:21:28.24,Back then, the Shang Emperor was muddled and lost in his ways,,
0:21:28.76,0:21:30.25,favoring a crafty concubine.,
0:21:31.43,0:21:33.16,In the end, both of them lost their lives.,
0:21:35.82,0:21:38.09,Because of the crisis it left us in,,
0:21:38.09,0:21:39.94,Emperor Father had no choice but to become the Emperor.,
0:21:41.81,0:21:46.43,Although I have dedicated my life to this duty for over a decade,,
0:21:47.69,0:21:50.21,to many people,,
0:21:51.06,0:21:56.32,our Nangong family’s imperial position came from unjust means.,
0:21:57.49,0:21:58.42,Nangong Jingnu: Emperor Father!,#FF7D40
0:21:59.53,0:22:01.24,Nangong Rang: Just listen without worry,,
0:22:01.92,0:22:03.67,there are no outsiders here.,
0:22:04.87,0:22:05.67,Nangong Jingnu: Understood.,#FF7D40
0:22:08.52,0:22:10.40,Nangong Rang: When Erile died,,
0:22:10.79,0:22:14.64,his son, Arujin, inherited his position.,
0:22:16.40,0:22:19.79,Having experienced the War of Jing Wei,,
0:22:20.64,0:22:22.72,he holds fears towards the court.,
0:22:24.13,0:22:28.43,He sent Zhaoyi Ya to the palace in order to put me at ease.,
0:22:29.41,0:22:33.04,I had to take in Jiya,,
0:22:33.86,0:22:36.90,only that will give Arujin peace of mind.,
0:22:38.12,0:22:40.81,When I was having a meal in Zhaoyi Ya’s palace yesterday,,
0:22:41.18,0:22:43.31,I had a sudden splitting headache.,
0:22:44.30,0:22:46.79,If they learned about my illness,,
0:22:46.79,0:22:49.86,who knows what the recording officials will write.,
0:22:50.60,0:22:52.71,If this reaches the world of commoners,,
0:22:53.04,0:22:57.96,I’m afraid it won’t be long before I meet the same fate as the Shang Emperor!,
0:22:58.86,0:23:02.55,The brush of the recording official is as sharp as a blade.,
0:23:04.07,0:23:07.11,For the sake of our great Wei kingdom’s future,,
0:23:07.93,0:23:11.82,so what if Emperor Father must bear with momentary pain and illness?,
0:23:12.84,0:23:14.45,Do you understand?,
0:23:14.99,0:23:15.57,Nangong Jingnu: Mn,,#FF7D40
0:23:16.40,0:23:17.53,this daughter understands.,#FF7D40
0:23:18.48,0:23:20.12,I will be careful with my words and actions from now on,,#FF7D40
0:23:20.51,0:23:22.02,to keep Emperor Father from worrying.,#FF7D40
0:23:24.31,0:23:26.30,Nangong Rang: My child has grown up.,
0:23:28.11,0:23:29.19,Nangong Rang: Just stay in the palace,
0:23:29.19,0:23:31.82,and spend some time with Emperor Father for the next few days.,
0:23:34.23,0:23:36.40,I have already told Sijiu,
0:23:36.82,0:23:39.07,to find some old reports from the previous years.,
0:23:39.75,0:23:42.50,You will stay here with Emperor Father to look through them.,
0:23:42.79,0:23:46.19,Growing your horizons will always be good for you.,
0:23:47.87,0:23:48.78,Nangong Jingnu: This daughter wouldn’t dare,,#FF7D40
0:23:49.15,0:23:51.36,the Back Palace has never been allowed to participate in politics…,#FF7D40
0:23:51.54,0:23:52.64,Namgong Jingnu: Ai,,
0:23:53.10,0:23:56.20,it is just some old reports.,
0:23:56.68,0:23:58.98,If you don’t tell, and I don’t tell,,
0:23:58.98,0:24:01.26,how will anyone know?,
0:24:01.90,0:24:03.74,Knowledge gained from a thousand books,
0:24:03.74,0:24:05.46,can’t compare to wisdom gained from a thousand miles.,
0:24:06.52,0:24:10.63,Emperor Father has chosen reports submitted only from the provincial cities.,
0:24:11.58,0:24:15.90,It includes plenty of local customs and cultures,,
0:24:16.37,0:24:18.01,you will enjoy it.,
0:24:19.40,0:24:20.18,Nangong Jingnu: Understood.,#FF7D40
0:24:31.49,0:24:35.73,[Imperial palace],
0:24:37.21,0:24:39.44,Nangong Jingnu: Is it the seventh day of the ninth month today?,#FF7D40
0:24:40.48,0:24:41.20,Palace maid: Yes.,
0:24:51.30,0:24:53.01,Nangong Jingnu: **It’s already the seventh.**,#FF7D40
0:24:54.08,0:24:56.55,**So I’ve already been reading old reports for so long,**,#FF7D40
0:24:57.51,0:24:58.83,**will I still have chances**,#FF7D40
0:24:58.83,0:25:01.18,**to be alone with Qi Yan**,#FF7D40
0:25:01.63,0:25:03.37,**before he moves to the Fuma estate?**,#FF7D40
0:25:06.98,0:25:09.13,**If it wasn’t because I wanted more topics to talk about with Qi Yan,**,#FF7D40
0:25:09.71,0:25:12.51,**these reports would have been so boring.**,#FF7D40
0:25:14.66,0:25:17.75,**Qi Yan, if I wasn’t young and playful,**,#FF7D40
0:25:18.40,0:25:21.29,**if I was a woman of talents like er-jie,**,#FF7D40
0:25:22.13,0:25:25.67,**will we be able to perform a musical duet as well?**,#FF7D40
0:25:27.48,0:25:28.52,**Qi Yan…**,#FF7D40
0:25:29.82,0:25:33.73,**I want, to be closer to you.**,#FF7D40
0:25:43.18,0:25:46.93,[Princess estate],
0:25:57.88,0:25:58.99,Servant girl: Your Highness has returned,,
0:26:00.24,0:26:01.68,this maid greets Your Highness.,
0:26:02.48,0:26:03.33,Nangong Jingnu: Where is Fuma?,#FF7D40
0:26:03.83,0:26:05.07,Servant girl: Lord Fuma is in the study,,
0:26:05.07,0:26:06.45,this maid will invite him at once.,
0:26:06.98,0:26:07.82,Nangong Jingnu: That won’t be necessary,,#FF7D40
0:26:07.98,0:26:08.91,I will go to him.,#FF7D40
0:26:09.58,0:26:10.73,None of you need to follow me,,#FF7D40
0:26:11.30,0:26:12.91,just sort out the items I brought back.,#FF7D40
0:26:13.16,0:26:13.79,Servant girls: Understood.,
0:26:16.58,0:26:19.92,[Princess estate, outside the study],
0:26:20.09,0:26:20.83,Qi Yan: What is it?,#A9A0FF
0:26:22.81,0:26:23.79,Qi Yan: Who is it?,#A9A0FF
0:26:29.69,0:26:30.88,Qi Yan: How strange.,#A9A0FF
0:26:34.42,0:26:35.23,Nangong Jingnu: It’s me.,#FF7D40
0:26:36.23,0:26:36.97,Qi Yan: Your Highness?,#A9A0FF
0:26:37.64,0:26:38.88,Nangong Jingnu: May I come in?,#FF7D40
0:26:39.77,0:26:40.51,Qi Yan: Of course.,#A9A0FF
0:26:41.01,0:26:41.94,Please come in, Your Highness.,#A9A0FF
0:26:46.83,0:26:49.28,Qi Yan: Why was there no notice of Your Highness’ return to the estate?,#A9A0FF
0:26:49.63,0:26:51.30,Nangong Jingnu: I told them not to disturb you.,#FF7D40
0:26:52.47,0:26:53.71,It’s been a while…,#FF7D40
0:26:54.58,0:26:55.56,How have you been?,#FF7D40
0:26:57.25,0:26:58.70,Qi Yan: Everything is fine within the estate.,#A9A0FF
0:26:59.40,0:27:00.09,Nangong Jingnu: What about you?,#FF7D40
0:27:00.74,0:27:01.66,Qi Yan: This subject is fine as well.,#A9A0FF
0:27:03.33,0:27:04.17,Nangong Jingnu: That’s good.,#FF7D40
0:27:05.59,0:27:07.26,Qi Yan: Is His Majesty feeling better?,#A9A0FF
0:27:07.74,0:27:09.13,Nangong Jingnu: Emperor Father is feeling much better now.,#FF7D40
0:27:09.63,0:27:11.51,I spent some time with him in the palace for a few days.,#FF7D40
0:27:11.86,0:27:12.51,I…,#FF7D40
0:27:13.88,0:27:14.49,Qi Yan: What’s the matter?,#A9A0FF
0:27:15.38,0:27:16.83,Nangong Jingnu: **Emperor Father doesn’t want others to know**,#FF7D40
0:27:17.23,0:27:19.14,**that I’ve been reading reports.**,#FF7D40
0:27:20.01,0:27:21.92,**I shouldn’t put Qi Yan in trouble.**,#FF7D40
0:27:23.20,0:27:23.78,Nangong Jingnu: I…,#FF7D40
0:27:25.50,0:27:26.78,I’m a little thirsty.,#FF7D40
0:27:40.37,0:27:41.48,Nangong Jingnu: I heard that,#FF7D40
0:27:41.72,0:27:42.78,you’ve been locking yourself in the study all day,#FF7D40
0:27:42.78,0:27:44.67,for the past few days.,#FF7D40
0:27:45.17,0:27:46.78,Are you reading something interesting?,#FF7D40
0:27:47.19,0:27:49.56,Qi Yan: This subject has not actually been reading.,#A9A0FF
0:27:50.54,0:27:53.82,This subject wanted to prepare a few things for Your Highness,#A9A0FF
0:27:54.12,0:27:55.66,before moving to the Fuma estate.,#A9A0FF
0:27:56.01,0:27:57.03,Nangong Jingnu: For me?,#FF7D40
0:27:57.25,0:27:57.79,Qi Yan: Mn,,#A9A0FF
0:27:58.66,0:28:00.81,but it’s only partly complete.,#A9A0FF
0:28:01.24,0:28:02.46,Would you like to have a look, Your Highness?,#A9A0FF
0:28:02.78,0:28:04.05,Nangong Jingnu: Mn, alright.,#FF7D40
0:28:09.74,0:28:10.88,Nangong Jingnu: This is…,#FF7D40
0:28:11.15,0:28:12.25,a manuscript?,#FF7D40
0:28:13.19,0:28:14.12,And it’s this thick?,#FF7D40
0:28:14.51,0:28:15.94,How many words are in this…,#FF7D40
0:28:17.66,0:28:18.38,Qi Yan: Not a lot.,#A9A0FF
0:28:19.14,0:28:22.39,Just ninety-three thousand and one hundred words.,#A9A0FF
0:28:22.81,0:28:23.57,Nangong Jingnu: Huh?,#FF7D40
0:28:23.96,0:28:25.87,Why do you remember that so clearly?,#FF7D40
0:28:26.96,0:28:28.09,Qi Yan: As they say,,#A9A0FF
0:28:28.09,0:28:30.88,one who has read over ten thousand books shall write like a deity.,#A9A0FF
0:28:31.82,0:28:34.55,Your Highness, you have only just started to take your studies seriously.,#A9A0FF
0:28:35.12,0:28:38.75,This subject will no longer be able to frequently encourage you in your studies from now on,,#A9A0FF
0:28:38.75,0:28:39.85,it worries this subject.,#A9A0FF
0:28:40.94,0:28:43.54,Once this subject compiles these manuscripts into a book,,#A9A0FF
0:28:44.09,0:28:45.48,it will be left here for Your Highness to…,#A9A0FF
0:28:45.83,0:28:46.50,memorize.,#A9A0FF
0:28:47.06,0:28:47.67,Nangong Jingnu: What?,#FF7D40
0:28:47.95,0:28:49.23,I have to memorize it too?,#FF7D40
0:28:49.47,0:28:50.08,Qi Yan: Mn.,#A9A0FF
0:28:51.04,0:28:54.03,Every single word in this has been written by this subject.,#A9A0FF
0:28:55.03,0:28:59.01,Each word and sentence is held in this subject’s memory.,#A9A0FF
0:28:59.90,0:29:02.85,For the first and fifteenth day of each month, and important annual dates,,#A9A0FF
0:29:03.09,0:29:06.56,this subject will bring a book for Your Highness on each visit.,#A9A0FF
0:29:07.69,0:29:09.30,This subject believes that it won’t be long…,#A9A0FF
0:29:09.60,0:29:12.38,before your learning improves in leaps and bounds.,#A9A0FF
0:29:14.01,0:29:15.34,Since the heavens above has given Your Highness,#A9A0FF
0:29:15.34,0:29:16.71,the ability to remember with one look,,#A9A0FF
0:29:17.51,0:29:18.29,naturally…,#A9A0FF
0:29:18.70,0:29:20.03,it is meant to be used.,#A9A0FF
0:29:21.44,0:29:25.24,Nangong Jingnu: So this is what you’ve been working on…,#FF7D40
0:29:26.80,0:29:29.23,Qi Yan: This subject will be moving to the Fuma estate as decreed tomorrow.,#A9A0FF
0:29:29.62,0:29:31.91,This subject just wanted to leave behind something for Your Highness,,#A9A0FF
0:29:32.28,0:29:33.88,to accompany Your Highness…,#A9A0FF
0:29:36.03,0:29:37.48,This subject has no valuables,,#A9A0FF
0:29:37.98,0:29:40.11,only some skill in calligraphy.,#A9A0FF
0:29:41.03,0:29:43.41,This subject hopes that Your Highness won’t mind it.,#A9A0FF
0:29:44.04,0:29:44.98,Nangong Jingnu: How could I?,#FF7D40
0:29:45.41,0:29:46.82,You’re putting so much effort into this,,#FF7D40
0:29:47.06,0:29:48.39,wouldn’t I know.,#FF7D40
0:29:49.08,0:29:51.43,I promise, I will memorize it all.,#FF7D40
0:29:51.75,0:29:53.53,I won’t let your efforts go to waste.,#FF7D40
0:29:55.01,0:29:56.20,Qi Yan: Thank you, Your Highness.,#A9A0FF
0:29:58.60,0:30:00.90,Qi Yan: **Ninety-three thousand and a hundred words.**,#A9A0FF
0:30:02.29,0:30:04.17,**Each word represents a person from the Jing kingdom**,#A9A0FF
0:30:04.17,0:30:05.87,**who died tragically by the hands of your people.**,#A9A0FF
0:30:07.15,0:30:12.04,**I will brand every single one of them in your heart.**,#A9A0FF
0:30:14.81,0:30:20.81,**Your Highness, you must not let my efforts go to waste.**,#A9A0FF
0:30:33.73,0:30:37.23,[Princess estate],
0:30:38.96,0:30:41.83,Qiuju: Xiahe, this book is the roster of people who have been transferred over.,
0:30:41.83,0:30:43.33,This is the item registry,,
0:30:44.02,0:30:47.24,remember to check every item when you reach the Fuma estate.,
0:30:47.24,0:30:48.56,Have it put away in the storage,,
0:30:48.56,0:30:50.12,and then do a roll call on the servants.,
0:30:50.52,0:30:52.65,Xiahe: Got it, thank you, Qiuju jiejie.,
0:30:53.03,0:30:54.77,Qiuju: Her Highness cares greatly for Lord Fuma,,
0:30:54.77,0:30:56.55,giving him so many imperially granted items.,
0:30:56.90,0:30:58.94,You must be careful and thorough with it.,
0:30:59.25,0:31:00.46,A manager from the inner court division,
0:31:00.46,0:31:02.65,will be coming to check everything by the end of the year,,
0:31:03.02,0:31:03.85,got it?,
0:31:04.37,0:31:05.28,Xiahe: Got it.,
0:31:06.17,0:31:07.46,Qiuju: The Fuma estate is newly established,,
0:31:07.71,0:31:09.30,I’m afraid these people might not be enough.,
0:31:09.67,0:31:12.27,You should either ask Lord Fuma to assign more from the inner court,,
0:31:12.62,0:31:14.77,or buy some more from outside.,
0:31:15.47,0:31:17.12,If you do buy from outside,,
0:31:17.12,0:31:19.46,send a copy of their contract to the government office.,
0:31:19.98,0:31:22.39,Their backgrounds must be properly checked as well.,
0:31:22.83,0:31:23.59,Xiahe: Got it.,
0:31:24.26,0:31:25.41,Qiuju jiejie,,
0:31:25.83,0:31:27.58,I will really can’t bear to leave Her Highness,,
0:31:28.04,0:31:29.49,or you as well…,
0:31:30.39,0:31:32.21,Qiuju: What nonsense are you talking about?,
0:31:32.78,0:31:34.43,You really should be more independent by now.,
0:31:35.38,0:31:37.10,Her Highness is here, that’s it for this talk.,
0:31:37.36,0:31:37.77,Xiahe: Mn.,
0:31:41.63,0:31:43.78,Qiuju/Xiahe: Your Highness, Lord Fuma.,
0:31:44.33,0:31:45.70,Nangong Jingnu: Has everything been packed?,#FF7D40
0:31:46.11,0:31:47.97,Qiuju: Answering Your Highness, everything has been packed.,
0:31:48.34,0:31:49.82,This maid has triple-checked.,
0:31:49.82,0:31:51.25,There are a total of twenty horse carriages,,
0:31:51.51,0:31:52.91,some of the smaller and more delicate items,
0:31:52.91,0:31:54.32,are being carried by people with shoulder-poles,
0:31:54.32,0:31:56.03,who will travel alongside the horse carriages.,
0:31:56.60,0:31:58.59,There is nothing missing from the roster and item registry,,
0:31:58.73,0:32:00.16,both books have been handed to Xiahe.,
0:32:01.51,0:32:04.72,Qi Yan: Your Highness, although the Fuma estate has just been completed,,#A9A0FF
0:32:05.00,0:32:07.09,it is completely unnecessary to have so much items,,#A9A0FF
0:32:07.43,0:32:08.63,this is truly…,#A9A0FF
0:32:08.63,0:32:10.62,Nangong Jingnu: I possess five thousand land rights in fiefs,,#FF7D40
0:32:10.62,0:32:11.88,so I receive income every year.,#FF7D40
0:32:12.62,0:32:14.82,And with Emperor Father’s occasional rewards,,#FF7D40
0:32:15.06,0:32:16.60,I’ll gain it all back soon enough.,#FF7D40
0:32:17.36,0:32:18.44,But as for you,,#FF7D40
0:32:18.79,0:32:20.55,the Fuma’s salary isn’t much,,#FF7D40
0:32:20.87,0:32:24.09,and you will have to pay for all of the expenses within the estate from now on.,#FF7D40
0:32:25.44,0:32:27.11,Next time when the mood for the outdoors strikes for you,,#FF7D40
0:32:27.35,0:32:28.67,don’t forget to bring money with you.,#FF7D40
0:32:31.25,0:32:32.23,Qi Yan: Your Highness,,#A9A0FF
0:32:32.77,0:32:33.97,this subject will now move estates as decreed.,#A9A0FF
0:32:34.30,0:32:37.20,For the first and fifteenth of each month, and important annual dates,,#A9A0FF
0:32:37.68,0:32:39.16,this subject will come to give respects in the morning.,#A9A0FF
0:32:40.29,0:32:41.72,Please take care, Your Highness.,#A9A0FF
0:32:43.68,0:32:44.26,Nangong Jingnu: Mn~,#FF7D40
0:32:46.39,0:32:47.26,This,,#FF7D40
0:32:48.95,0:32:49.82,is for you.,#FF7D40
0:32:51.47,0:32:52.28,Qi Yan: This is…?,#A9A0FF
0:32:53.10,0:32:55.88,Nangong Jingnu: You should open it after you reach the Fuma estate.,#FF7D40
0:32:56.49,0:32:58.46,It’s getting late, you…,#FF7D40
0:32:58.88,0:32:59.59,should go.,#FF7D40
0:33:01.01,0:33:01.64,Qi Yan: Understood.,#A9A0FF
0:33:02.20,0:33:03.44,Please return now, Your Highness.,#A9A0FF
0:33:04.94,0:33:05.93,Nangong Jingnu: Get on the carriage,,#FF7D40
0:33:07.15,0:33:08.47,I will watch you go.,#FF7D40
0:33:09.10,0:33:09.84,Qi Yan: Understood.,#A9A0FF
0:33:18.72,0:33:19.90,Qi Yan: Your Highness…,#A9A0FF
0:33:21.24,0:33:22.20,Nangong Jingnu: Go,,#FF7D40
0:33:22.85,0:33:23.87,take good care of yourself.,#FF7D40
0:33:24.85,0:33:25.48,Qi Yan: Understood.,#A9A0FF
0:33:43.94,0:33:46.00,[Fuma estate],
0:33:49.97,0:33:50.82,Qi Yan: Come in.,#A9A0FF
0:33:52.41,0:33:55.10,Xiahe: Lord Fuma, the bedchamber has been tidied up.,
0:33:55.21,0:33:57.10,Does Lord Fuma have any other orders?,
0:33:58.20,0:33:59.01,Qi Yan: No.,#A9A0FF
0:33:59.75,0:34:00.72,Everyone has worked hard today,,#A9A0FF
0:34:01.14,0:34:03.37,tell the kitchen to prepare a few more dishes tonight,,#A9A0FF
0:34:03.55,0:34:04.93,let everyone have a good meal.,#A9A0FF
0:34:05.91,0:34:08.11,Xiahe: This maid will thank Lord Fuma in their place.,
0:34:08.28,0:34:08.80,Qi Yan: Mn,,#A9A0FF
0:34:09.61,0:34:10.39,you may go.,#A9A0FF
0:34:11.25,0:34:12.27,From now on,,#A9A0FF
0:34:12.27,0:34:14.19,you will be the stewardess of the Fuma estate.,#A9A0FF
0:34:15.03,0:34:18.07,You can make decisions as needed for trivial matters in the estate,,#A9A0FF
0:34:18.40,0:34:19.92,there is no need to report everything to me.,#A9A0FF
0:34:20.25,0:34:22.09,Xiahe: Understood, please excuse this maid.,
0:34:28.37,0:34:31.89,Qi Yan: **She gave me this wooden box herself, what could it be?**,#A9A0FF
0:34:37.40,0:34:38.31,Qi Yan: This is…,#A9A0FF
0:34:38.96,0:34:40.00,a luminous pearl?,#A9A0FF
0:34:41.27,0:34:42.42,And…,#A9A0FF
0:34:45.93,0:34:49.00,Nangong Jingnu: The soft glow of this pearl is gentle on the eyes.,#FF7D40
0:34:49.45,0:34:52.01,Carry it with you during the night.,#FF7D40
0:34:55.82,0:34:57.46,Qi Yan: **Your Highness, oh, Your Highness…**,#A9A0FF
0:34:58.33,0:35:00.59,**If you weren’t a daughter of the Nangong family,**,#A9A0FF
0:35:01.02,0:35:02.26,**how great would that be?**,#A9A0FF
0:35:04.48,0:35:05.20,**Hah…**,#A9A0FF
0:35:05.83,0:35:07.80,**But if you weren’t a daughter of the Nangong family,**,#A9A0FF
0:35:08.56,0:35:10.06,**how would I have ever met you?**,#A9A0FF
0:35:12.25,0:35:13.56,**When it comes down to it,**,#A9A0FF
0:35:14.06,0:35:18.27,**our fate has been doomed from the start.**,#A9A0FF
0:35:23.67,0:35:24.33,Qi Yan: Come in.,#A9A0FF
0:35:27.00,0:35:28.32,House servant: Greetings to Lord Fuma.,
0:35:28.60,0:35:29.36,Qi Yan: What is it?,#A9A0FF
0:35:29.65,0:35:32.45,House servant: Answering Lord Fuma, a merchant surnamed Xie,,
0:35:32.45,0:35:34.05,claiming to be an old friend of Lord Fuma,,
0:35:34.49,0:35:37.27,has brought gifts to congratulate Lord Fuma on moving estates.,
0:35:38.14,0:35:40.11,This is his card,,
0:35:40.38,0:35:42.55,he is presently waiting at the gatekeeper’s room.,
0:35:43.65,0:35:45.31,Qi Yan: **Xie An, as I thought.**,#A9A0FF
0:35:45.72,0:35:48.45,**It is rather smart of him to come at this time.**,#A9A0FF
0:35:49.19,0:35:52.67,**Although the court does not allow inner officials to participate in politics,**,#A9A0FF
0:35:53.14,0:35:56.03,**it does not limit Fumas from interacting with people of the common world.**,#A9A0FF
0:35:57.08,0:35:58.25,**However…**,#A9A0FF
0:35:58.68,0:36:00.46,**I’ve only just left the Princess estate,**,#A9A0FF
0:36:00.83,0:36:02.76,**and Xie An couldn’t wait to come knocking.**,#A9A0FF
0:36:03.98,0:36:06.59,**Looks like Nangong Wang hasn’t been doing well these days either.**,#A9A0FF
0:36:08.97,0:36:10.75,Qi Yan: Ask him to wait in the main hall for a moment,,#A9A0FF
0:36:11.01,0:36:11.93,I will be right there.,#A9A0FF
0:36:20.01,0:36:21.94,Xie An: Congratulations, Lord Fuma, on the new home.,
0:36:23.02,0:36:24.00,This is a list of presents.,
0:36:24.41,0:36:27.71,It is a humble gift, I hope Lord Fuma wouldn’t mind.,
0:36:29.50,0:36:30.95,Qi Yan: Brother Yuanshan has come at a good time.,#A9A0FF
0:36:31.28,0:36:32.62,I have just written a new calligraphy piece,,#A9A0FF
0:36:32.84,0:36:34.79,I’d like to have your opinion on it, brother Yuanshan.,#A9A0FF
0:36:35.18,0:36:36.12,Xie An: Ooh~,
0:36:36.34,0:36:38.04,It would be an honor,
0:36:38.32,0:36:40.09,to admire Lord Fuma’s ink treasures.,
0:36:41.77,0:36:44.52,Qi Yan: In that case, please come to the study with me, brother Yuanshan.,#A9A0FF
0:36:44.72,0:36:45.39,Xie An: Please.,
0:36:45.41,0:36:46.06,Qi Yan: Please.,#A9A0FF
0:36:54.01,0:36:55.86,Qi Yan: Please evaluate this, brother Yuanshan.,#A9A0FF
0:36:59.68,0:37:02.18,Xie An: The hounds are killed for food once the hares are bagged,,
0:37:02.18,0:37:05.15,the bow is cast aside once there are no birds left to hunt?,
0:37:06.09,0:37:08.00,Aiyo, my good worthy brother, what are you…,
0:37:08.00,0:37:10.43,Qi Yan: I will trouble brother Yuanshan to bring this calligraphy back with you,,#A9A0FF
0:37:10.95,0:37:12.43,and give it to brother ‘Shuhan’.,#A9A0FF
0:37:12.43,0:37:15.27,Xie An: Aiya, is this necessary, worthy brother?,
0:37:15.62,0:37:18.22,I know that His Highness not volunteering himself,
0:37:18.22,0:37:20.38,for the disaster clean-up as you advised,
0:37:20.38,0:37:21.26,disappointed you,,
0:37:21.48,0:37:23.55,but His Highness regrets it as well.,
0:37:23.83,0:37:25.30,There are many things holding him back, but here,,
0:37:25.30,0:37:27.74,he has asked me to bring a gift of apology to you in his place.,
0:37:28.54,0:37:31.49,Worthy brother, you have a brilliant mind, you leave nothing unconsidered.,
0:37:31.69,0:37:34.29,Our Highness is still young after all.,
0:37:34.66,0:37:37.79,He did not understand at the time, thinking it to be a difficult chore.,
0:37:38.60,0:37:39.98,It was only when the Second Prince volunteered,,
0:37:39.98,0:37:41.92,seizing the opportunity that he had a realization!,
0:37:42.26,0:37:43.76,He already regrets it,,
0:37:44.15,0:37:46.04,oh how he regrets not listening to your advice!,
0:37:48.22,0:37:50.80,Qi Yan: Hah, the Third Highness must have as many aides in his estate as there are clouds in the sky.,#A9A0FF
0:37:50.80,0:37:53.25,He no longer has eyes for a counselor in common clothes like me.,#A9A0FF
0:37:54.60,0:37:56.31,What a waste of my loyalty.,#A9A0FF
0:37:57.12,0:37:59.03,How dangerous is this path?,#A9A0FF
0:37:59.42,0:38:02.16,One wrong step is all it takes!,#A9A0FF
0:38:02.44,0:38:05.33,Xie An: Yes, yes, worthy brother is right!,
0:38:05.93,0:38:07.71,How is worthy brother the wearer of common clothes,,
0:38:07.71,0:38:10.34,worthy brother is the imperially chosen Flower Seeker,,
0:38:10.34,0:38:11.43,virtuous and talented.,
0:38:12.97,0:38:13.82,Worthy brother…,
0:38:14.12,0:38:15.06,You understand this as well.,
0:38:15.68,0:38:17.66,There is no coming back from what we are striving to achieve.,
0:38:18.05,0:38:18.86,If we succeed,,
0:38:19.09,0:38:21.09,we will be ministers of merit for the new court.,
0:38:21.48,0:38:22.50,If we fail,,
0:38:23.09,0:38:25.09,it’s over for us!,
0:38:25.87,0:38:28.41,Worthy brother, worthy brother!,
0:38:28.98,0:38:29.65,Qi Yan: Forget it.,#A9A0FF
0:38:30.78,0:38:32.86,A scholar will give his life for those who understand him.,#A9A0FF
0:38:33.64,0:38:36.44,Tell me, what is the current situation?,#A9A0FF
0:38:38.96,0:38:40.46,Xie An: Who knows if that rotten log of the Second Highness,
0:38:41.00,0:38:44.29,found some talent who gave him this fine idea or not,,
0:38:44.80,0:38:47.26,but he is very likely to get back on his feet this time.,
0:38:48.34,0:38:49.56,Ever since he went to the north of Luo,,
0:38:49.99,0:38:50.86,he has been working actively in disaster aid,,
0:38:51.39,0:38:54.16,putting the Qing and Yi provinces in good order,,
0:38:54.51,0:38:56.77,and he has even sold the valuables accumulated in his estate,
0:38:56.90,0:38:58.92,and exchanged a year of his fiefs,
0:38:59.18,0:39:01.16,to copper coins and supplies,,
0:39:01.16,0:39:02.74,distributing them to the families of victims,
0:39:02.98,0:39:05.06,and the impacted folks in nearby provinces.,
0:39:06.83,0:39:07.87,Apparently…,
0:39:08.02,0:39:11.95,Nangong Wei also dug burial pits with the soldiers himself.,
0:39:12.47,0:39:14.06,He wrote a memorial of ten thousand words for the common folks,
0:39:14.06,0:39:15.45,who lost their lives in the conflict,,
0:39:15.73,0:39:17.90,and ordered a craftsman to engrave it on stone.,
